view_id,physical_packet_uid,capture_uid,capture_packet_index,reference_id,ota_path,reference_path,adc_phase_2m,lowrate_phase_1m,combined_decimation_phase_2m,timing_offset_samples_1m,input_sample_rate_hz,input_samples,target_sample_rate_hz,target_samples,split_group
exp0_000070_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000070,exp000_sess000_run000,70,70,ota/exp0_000070_rxg20_1_fulltrim.cfile,reference/signalout_000070_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000070
exp0_000070_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000070,exp000_sess000_run000,70,70,ota/exp0_000070_rxg20_1_fulltrim.cfile,reference/signalout_000070_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000070
exp0_000070_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000070,exp000_sess000_run000,70,70,ota/exp0_000070_rxg20_1_fulltrim.cfile,reference/signalout_000070_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000070
exp0_000071_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000071,exp000_sess000_run000,71,71,ota/exp0_000071_rxg20_0_fulltrim.cfile,reference/signalout_000071_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000071
exp0_000071_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000071,exp000_sess000_run000,71,71,ota/exp0_000071_rxg20_0_fulltrim.cfile,reference/signalout_000071_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000071
exp0_000071_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000071,exp000_sess000_run000,71,71,ota/exp0_000071_rxg20_0_fulltrim.cfile,reference/signalout_000071_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000071
exp0_000071_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000071,exp000_sess000_run000,71,71,ota/exp0_000071_rxg20_0_fulltrim.cfile,reference/signalout_000071_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000071
exp0_000071_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000071,exp000_sess000_run000,71,71,ota/exp0_000071_rxg20_1_fulltrim.cfile,reference/signalout_000071_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000071
exp0_000071_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000071,exp000_sess000_run000,71,71,ota/exp0_000071_rxg20_1_fulltrim.cfile,reference/signalout_000071_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000071
exp0_000071_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000071,exp000_sess000_run000,71,71,ota/exp0_000071_rxg20_1_fulltrim.cfile,reference/signalout_000071_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000071
exp0_000071_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000071,exp000_sess000_run000,71,71,ota/exp0_000071_rxg20_1_fulltrim.cfile,reference/signalout_000071_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000071
exp0_000072_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000072,exp000_sess000_run000,72,72,ota/exp0_000072_rxg20_0_fulltrim.cfile,reference/signalout_000072_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000072
exp0_000072_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000072,exp000_sess000_run000,72,72,ota/exp0_000072_rxg20_0_fulltrim.cfile,reference/signalout_000072_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000072
exp0_000072_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000072,exp000_sess000_run000,72,72,ota/exp0_000072_rxg20_0_fulltrim.cfile,reference/signalout_000072_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000072
exp0_000072_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000072,exp000_sess000_run000,72,72,ota/exp0_000072_rxg20_0_fulltrim.cfile,reference/signalout_000072_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000072
exp0_000072_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000072,exp000_sess000_run000,72,72,ota/exp0_000072_rxg20_1_fulltrim.cfile,reference/signalout_000072_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000072
exp0_000072_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000072,exp000_sess000_run000,72,72,ota/exp0_000072_rxg20_1_fulltrim.cfile,reference/signalout_000072_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000072
exp0_000072_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000072,exp000_sess000_run000,72,72,ota/exp0_000072_rxg20_1_fulltrim.cfile,reference/signalout_000072_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000072
exp0_000072_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000072,exp000_sess000_run000,72,72,ota/exp0_000072_rxg20_1_fulltrim.cfile,reference/signalout_000072_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000072
exp0_000073_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000073,exp000_sess000_run000,73,73,ota/exp0_000073_rxg20_0_fulltrim.cfile,reference/signalout_000073_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000073
exp0_000073_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000073,exp000_sess000_run000,73,73,ota/exp0_000073_rxg20_0_fulltrim.cfile,reference/signalout_000073_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000073
exp0_000073_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000073,exp000_sess000_run000,73,73,ota/exp0_000073_rxg20_0_fulltrim.cfile,reference/signalout_000073_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000073
exp0_000073_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000073,exp000_sess000_run000,73,73,ota/exp0_000073_rxg20_0_fulltrim.cfile,reference/signalout_000073_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000073
exp0_000073_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000073,exp000_sess000_run000,73,73,ota/exp0_000073_rxg20_1_fulltrim.cfile,reference/signalout_000073_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000073
exp0_000073_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000073,exp000_sess000_run000,73,73,ota/exp0_000073_rxg20_1_fulltrim.cfile,reference/signalout_000073_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000073
exp0_000073_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000073,exp000_sess000_run000,73,73,ota/exp0_000073_rxg20_1_fulltrim.cfile,reference/signalout_000073_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000073
exp0_000073_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000073,exp000_sess000_run000,73,73,ota/exp0_000073_rxg20_1_fulltrim.cfile,reference/signalout_000073_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000073
exp0_000074_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000074,exp000_sess000_run000,74,74,ota/exp0_000074_rxg20_0_fulltrim.cfile,reference/signalout_000074_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000074
exp0_000074_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000074,exp000_sess000_run000,74,74,ota/exp0_000074_rxg20_0_fulltrim.cfile,reference/signalout_000074_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000074
exp0_000074_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000074,exp000_sess000_run000,74,74,ota/exp0_000074_rxg20_0_fulltrim.cfile,reference/signalout_000074_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000074
exp0_000074_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000074,exp000_sess000_run000,74,74,ota/exp0_000074_rxg20_0_fulltrim.cfile,reference/signalout_000074_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000074
exp0_000074_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000074,exp000_sess000_run000,74,74,ota/exp0_000074_rxg20_1_fulltrim.cfile,reference/signalout_000074_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000074
exp0_000074_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000074,exp000_sess000_run000,74,74,ota/exp0_000074_rxg20_1_fulltrim.cfile,reference/signalout_000074_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000074
exp0_000074_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000074,exp000_sess000_run000,74,74,ota/exp0_000074_rxg20_1_fulltrim.cfile,reference/signalout_000074_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000074
exp0_000074_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000074,exp000_sess000_run000,74,74,ota/exp0_000074_rxg20_1_fulltrim.cfile,reference/signalout_000074_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000074
exp0_000075_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000075,exp000_sess000_run000,75,75,ota/exp0_000075_rxg20_0_fulltrim.cfile,reference/signalout_000075_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000075
exp0_000075_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000075,exp000_sess000_run000,75,75,ota/exp0_000075_rxg20_0_fulltrim.cfile,reference/signalout_000075_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000075
exp0_000075_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000075,exp000_sess000_run000,75,75,ota/exp0_000075_rxg20_0_fulltrim.cfile,reference/signalout_000075_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000075
exp0_000075_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000075,exp000_sess000_run000,75,75,ota/exp0_000075_rxg20_0_fulltrim.cfile,reference/signalout_000075_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000075
exp0_000075_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000075,exp000_sess000_run000,75,75,ota/exp0_000075_rxg20_1_fulltrim.cfile,reference/signalout_000075_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000075
exp0_000075_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000075,exp000_sess000_run000,75,75,ota/exp0_000075_rxg20_1_fulltrim.cfile,reference/signalout_000075_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000075
exp0_000075_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000075,exp000_sess000_run000,75,75,ota/exp0_000075_rxg20_1_fulltrim.cfile,reference/signalout_000075_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000075
exp0_000075_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000075,exp000_sess000_run000,75,75,ota/exp0_000075_rxg20_1_fulltrim.cfile,reference/signalout_000075_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000075
exp0_000076_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000076,exp000_sess000_run000,76,76,ota/exp0_000076_rxg20_0_fulltrim.cfile,reference/signalout_000076_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000076
exp0_000076_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000076,exp000_sess000_run000,76,76,ota/exp0_000076_rxg20_0_fulltrim.cfile,reference/signalout_000076_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000076
exp0_000076_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000076,exp000_sess000_run000,76,76,ota/exp0_000076_rxg20_0_fulltrim.cfile,reference/signalout_000076_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000076
exp0_000076_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000076,exp000_sess000_run000,76,76,ota/exp0_000076_rxg20_0_fulltrim.cfile,reference/signalout_000076_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000076
exp0_000076_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000076,exp000_sess000_run000,76,76,ota/exp0_000076_rxg20_1_fulltrim.cfile,reference/signalout_000076_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000076
exp0_000076_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000076,exp000_sess000_run000,76,76,ota/exp0_000076_rxg20_1_fulltrim.cfile,reference/signalout_000076_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000076
exp0_000076_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000076,exp000_sess000_run000,76,76,ota/exp0_000076_rxg20_1_fulltrim.cfile,reference/signalout_000076_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000076
exp0_000076_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000076,exp000_sess000_run000,76,76,ota/exp0_000076_rxg20_1_fulltrim.cfile,reference/signalout_000076_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000076
exp0_000077_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000077,exp000_sess000_run000,77,77,ota/exp0_000077_rxg20_0_fulltrim.cfile,reference/signalout_000077_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000077
exp0_000077_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000077,exp000_sess000_run000,77,77,ota/exp0_000077_rxg20_0_fulltrim.cfile,reference/signalout_000077_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000077
exp0_000077_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000077,exp000_sess000_run000,77,77,ota/exp0_000077_rxg20_0_fulltrim.cfile,reference/signalout_000077_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000077
exp0_000077_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000077,exp000_sess000_run000,77,77,ota/exp0_000077_rxg20_0_fulltrim.cfile,reference/signalout_000077_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000077
exp0_000077_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000077,exp000_sess000_run000,77,77,ota/exp0_000077_rxg20_1_fulltrim.cfile,reference/signalout_000077_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000077
exp0_000077_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000077,exp000_sess000_run000,77,77,ota/exp0_000077_rxg20_1_fulltrim.cfile,reference/signalout_000077_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000077
exp0_000077_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000077,exp000_sess000_run000,77,77,ota/exp0_000077_rxg20_1_fulltrim.cfile,reference/signalout_000077_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000077
exp0_000077_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000077,exp000_sess000_run000,77,77,ota/exp0_000077_rxg20_1_fulltrim.cfile,reference/signalout_000077_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000077
exp0_000078_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000078,exp000_sess000_run000,78,78,ota/exp0_000078_rxg20_0_fulltrim.cfile,reference/signalout_000078_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000078
exp0_000078_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000078,exp000_sess000_run000,78,78,ota/exp0_000078_rxg20_0_fulltrim.cfile,reference/signalout_000078_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000078
exp0_000078_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000078,exp000_sess000_run000,78,78,ota/exp0_000078_rxg20_0_fulltrim.cfile,reference/signalout_000078_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000078
exp0_000078_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000078,exp000_sess000_run000,78,78,ota/exp0_000078_rxg20_0_fulltrim.cfile,reference/signalout_000078_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000078
exp0_000078_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000078,exp000_sess000_run000,78,78,ota/exp0_000078_rxg20_1_fulltrim.cfile,reference/signalout_000078_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000078
exp0_000078_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000078,exp000_sess000_run000,78,78,ota/exp0_000078_rxg20_1_fulltrim.cfile,reference/signalout_000078_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000078
exp0_000078_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000078,exp000_sess000_run000,78,78,ota/exp0_000078_rxg20_1_fulltrim.cfile,reference/signalout_000078_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000078
exp0_000078_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000078,exp000_sess000_run000,78,78,ota/exp0_000078_rxg20_1_fulltrim.cfile,reference/signalout_000078_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000078
exp0_000079_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000079,exp000_sess000_run000,79,79,ota/exp0_000079_rxg20_0_fulltrim.cfile,reference/signalout_000079_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000079
exp0_000079_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000079,exp000_sess000_run000,79,79,ota/exp0_000079_rxg20_0_fulltrim.cfile,reference/signalout_000079_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000079
exp0_000079_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000079,exp000_sess000_run000,79,79,ota/exp0_000079_rxg20_0_fulltrim.cfile,reference/signalout_000079_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000079
exp0_000079_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000079,exp000_sess000_run000,79,79,ota/exp0_000079_rxg20_0_fulltrim.cfile,reference/signalout_000079_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000079
exp0_000079_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000079,exp000_sess000_run000,79,79,ota/exp0_000079_rxg20_1_fulltrim.cfile,reference/signalout_000079_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000079
exp0_000079_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000079,exp000_sess000_run000,79,79,ota/exp0_000079_rxg20_1_fulltrim.cfile,reference/signalout_000079_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000079
exp0_000079_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000079,exp000_sess000_run000,79,79,ota/exp0_000079_rxg20_1_fulltrim.cfile,reference/signalout_000079_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000079
exp0_000079_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000079,exp000_sess000_run000,79,79,ota/exp0_000079_rxg20_1_fulltrim.cfile,reference/signalout_000079_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000079
exp0_000080_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000080,exp000_sess000_run000,80,80,ota/exp0_000080_rxg20_0_fulltrim.cfile,reference/signalout_000080_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000080
exp0_000080_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000080,exp000_sess000_run000,80,80,ota/exp0_000080_rxg20_0_fulltrim.cfile,reference/signalout_000080_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000080
exp0_000080_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000080,exp000_sess000_run000,80,80,ota/exp0_000080_rxg20_0_fulltrim.cfile,reference/signalout_000080_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000080
exp0_000080_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000080,exp000_sess000_run000,80,80,ota/exp0_000080_rxg20_0_fulltrim.cfile,reference/signalout_000080_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000080
exp0_000080_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000080,exp000_sess000_run000,80,80,ota/exp0_000080_rxg20_1_fulltrim.cfile,reference/signalout_000080_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000080
exp0_000080_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000080,exp000_sess000_run000,80,80,ota/exp0_000080_rxg20_1_fulltrim.cfile,reference/signalout_000080_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000080
exp0_000080_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000080,exp000_sess000_run000,80,80,ota/exp0_000080_rxg20_1_fulltrim.cfile,reference/signalout_000080_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000080
exp0_000080_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000080,exp000_sess000_run000,80,80,ota/exp0_000080_rxg20_1_fulltrim.cfile,reference/signalout_000080_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000080
exp0_000081_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000081,exp000_sess000_run000,81,81,ota/exp0_000081_rxg20_0_fulltrim.cfile,reference/signalout_000081_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000081
exp0_000081_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000081,exp000_sess000_run000,81,81,ota/exp0_000081_rxg20_0_fulltrim.cfile,reference/signalout_000081_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000081
exp0_000081_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000081,exp000_sess000_run000,81,81,ota/exp0_000081_rxg20_0_fulltrim.cfile,reference/signalout_000081_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000081
exp0_000081_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000081,exp000_sess000_run000,81,81,ota/exp0_000081_rxg20_0_fulltrim.cfile,reference/signalout_000081_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000081
exp0_000081_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000081,exp000_sess000_run000,81,81,ota/exp0_000081_rxg20_1_fulltrim.cfile,reference/signalout_000081_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000081
exp0_000081_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000081,exp000_sess000_run000,81,81,ota/exp0_000081_rxg20_1_fulltrim.cfile,reference/signalout_000081_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000081
exp0_000081_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000081,exp000_sess000_run000,81,81,ota/exp0_000081_rxg20_1_fulltrim.cfile,reference/signalout_000081_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000081
exp0_000081_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000081,exp000_sess000_run000,81,81,ota/exp0_000081_rxg20_1_fulltrim.cfile,reference/signalout_000081_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000081
exp0_000082_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000082,exp000_sess000_run000,82,82,ota/exp0_000082_rxg20_0_fulltrim.cfile,reference/signalout_000082_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000082
exp0_000082_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000082,exp000_sess000_run000,82,82,ota/exp0_000082_rxg20_0_fulltrim.cfile,reference/signalout_000082_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000082
